slug,latin_name,common_name,category,family,genus,observations_count
scutellaria-columnae,Scutellaria columnae,Large Skullcap,plant,Lamiaceae,Scutellaria,1
scutigera-coleoptrata,Scutigera coleoptrata,House centipede,insect,Scutigeridae,Scutigera,1
scymnus-schmidti-gr,Scymnus schmidti-gr,Schmidt's ladybird,other,"","",1
scythropia-crataegella,Scythropia crataegella,Hawthorn Moth,insect,Yponomeutidae,Scythropia,1
sedum-pallidum,Sedum pallidum,Turkish stonecrop,plant,Crassulaceae,Sedum,1
segestria-florentina,Segestria florentina,Green-fanged Tube Web Spider,arachnid,Segestriidae,Segestria,1
seioptera-vibrans,Seioptera vibrans,Dark-tipped Wingwaver,insect,Ulidiidae,Seioptera,1
sempervivum-tectorum,Sempervivum tectorum,House-leek,plant,Crassulaceae,Sempervivum,1
senecio-sarracenicus,Senecio sarracenicus,Broad leaved Ragwort,plant,Asteraceae,Senecio,1
sepsis-spec,Sepsis spec.,black scavenger fly,insect,Sepsidae,Sepsis,1
silene,Silene,Catchflies,plant,Caryophyllaceae,Silene,1
siproeta-epaphus,Siproeta epaphus,Rusty-tipped Page,insect,Nymphalidae,Siproeta,1
sisymbrium-orientale,Sisymbrium orientale,Eastern Rocket,plant,Brassicaceae,Sisymbrium,1
sorbaria-sorbifolia,Sorbaria sorbifolia,Sorbaria,plant,Rosaceae,Sorbaria,1
sorbus-aria,Sorbus aria,Common Whitebeam,plant,Rosaceae,"",1
sorbus-intermedia,Sorbus intermedia,Swedish Whitebeam,plant,Rosaceae,"",1
spergularia-rubra,Spergularia rubra,Sand Spurrey,plant,Caryophyllaceae,Spergularia,1
sphaeroderma-spec,Sphaeroderma spec.,flea beetle,other,"","",1
sphaeromias-spec,Sphaeromias spec.,biting midge,insect,Ceratopogonidae,Sphaeromias,1
sphecodes-albilabris,Sphecodes albilabris,White-lipped Blood Bee,insect,Halictidae,Sphecodes,1
sphecodes-spec,Sphecodes spec.,Sweat Bees,insect,Halictidae,Sphecodes,1
spilosoma-lutea,Spilosoma lutea,Buff Ermine,insect,Erebidae,Spilarctia,1
spilosoma-urticae,Spilosoma urticae,Water Ermine,insect,Erebidae,Spilosoma,1
splanchnonema-platani,Splanchnonema platani,Sycamore Splank,fungus,Pleomassariaceae,Splanchnonema,1
squalius-cephalus,Squalius cephalus,Chub,other,Cyprinidae,Squalius,1
stagonomus-venustissimus,Stagonomus venustissimus,Woundwort Shieldbug,insect,Pentatomidae,Eysarcoris,1
staphylea-pinnata,Staphylea pinnata,Bladder nut,plant,Staphyleaceae,Staphylea,1
stegania-trimaculata,Stegania trimaculata,Dorset Cream Wave,insect,Geometridae,Stegania,1
stelis-punctulatissima,Stelis punctulatissima,Banded Dark Bee,insect,Megachilidae,Stelis,1
stenolophus-mixtus,Stenolophus mixtus,slender ground beetle,insect,Carabidae,Stenolophus,1
stevenia-deceptoria,Stevenia deceptoria,Grizzled Woodlouse-fly,insect,Calliphoridae,Stevenia,1
stricticollis-tobias,Stricticollis tobias,Double-dotted Anthicid,insect,Anthicidae,Stricticollis,1
stropharia-rugosoannulata,Stropharia rugosoannulata,Wine-cap Stropharia,fungus,Strophariaceae,Stropharia,1
subacronicta-megacephala,Subacronicta megacephala,Poplar Grey,insect,Noctuidae,Acronicta,1
succisa-pratensis,Succisa pratensis,Devil's-bit Scabious,plant,Caprifoliaceae,Succisa,1
suillia-spec,Suillia spec.,heleomyzid fly,insect,Heleomyzidae,Suillia,1
swammerdamia-pyrella,Swammerdamia pyrella,Little Ermel,insect,Yponomeutidae,Swammerdamia,1
symmorphus-crassicornis,Symmorphus crassicornis,thick-horned mason wasp,insect,Eumenidae,Symmorphus,1
symphyta-indet,Symphyta indet.,Sawfly unknown,insect,Lasiocampidae,Symphyta,1
symplecta-stictica,Symplecta stictica,spotted crane fly,insect,Limoniidae,Symplecta,1
synanthedon-tipuliformis,Synanthedon tipuliformis,Currant Clearwing,insect,Sesiidae,Synanthedon,1
syrphus-ribesii,Syrphus ribesii,Common Flower Fly,insect,Syrphidae,Syrphus,1
tachycixius-pilosus,Tachycixius pilosus,spotted lacehopper,insect,Cixiidae,Tachycixius,1
tachysphex-pompiliformis,Tachysphex pompiliformis,spider-hunter digger wasp,insect,Crabronidae,Tachysphex,1
tagetes-erecta,Tagetes erecta,African Marigold,plant,Asteraceae,Tagetes,1
tagetes-spec,Tagetes spec.,Marigolds,plant,Asteraceae,Tagetes,1
tamarix-spec,Tamarix spec.,Salt-cedar unknown,plant,Tamaricaceae,Tamarix,1
taraxacum-spec,Taraxacum spec.,Dandelion unknown,plant,Asteraceae,"",1
tegenaria-parietina,Tegenaria parietina,Cardinal Spider,arachnid,Agelenidae,Tegenaria,1
tegenaria-spec,Tegenaria spec.,Giant House Spider Complex,arachnid,Agelenidae,Tegenaria,1
tenthredo-spec,Tenthredo spec.,sawfly,insect,Tenthredinidae,Tenthredo,1
terellia-tussilaginis,Terellia tussilaginis,Banded Burdock Fly,insect,Tephritidae,Terellia,1
tethea-or,Tethea or,Poplar Lutestring,other,"","",1
tetramorium-caespitum,Tetramorium caespitum,Pavement ant,insect,Formicidae,Tetramorium,1
tetraneura-ulmi,Tetraneura ulmi,Elm Sack Gall Aphid,insect,Aphididae,Tetraneura,1
tetrix-spec,Tetrix spec.,groundhopper,insect,Tetrigidae,Tetrix,1
thaumatomyia-spec,Thaumatomyia spec.,frit fly,insect,Chloropidae,Thaumatomyia,1
thelaira-nigripes,Thelaira nigripes,black-legged parasitic fly,insect,Tachinidae,Thelaira,1
thera-britannica-variata,Thera britannica / variata,Spruce Carpet,insect,Geometridae,Thera,1
thera-obeliscata,Thera obeliscata,Grey Pine Carpet,insect,Geometridae,Thera,1
thereva-cinifera,Thereva cinifera,stiletto fly,insect,Therevidae,Thereva,1
thinornis-dubius,Thinornis dubius,Little Ringed Plover,bird,Charadriidae,Thinornis,1
thlaspi-arvense,Thlaspi arvense,Field Penny-cress,plant,Brassicaceae,Thlaspi,1
thumatha-senex,Thumatha senex,Round-winged Muslin,insect,Erebidae,Thumatha,1
thysanoptera-indet,Thysanoptera indet.,Thrips unknown,insect,"","",1
tilia-tomentosa,Tilia tomentosa,Silver Lime,plant,Malvaceae,Tilia,1
tinea-pellionella,Tinea pellionella,Case-bearing Clothes Moth,insect,Tineidae,Tinea,1
tiphia-minuta,Tiphia minuta,flower wasp,insect,Tiphiidae,Tiphia,1
tipula-fascipennis,Tipula fascipennis,Tipula fascipennis species group,insect,Tipulidae,Tipula,1
tipula-lunata,Tipula lunata,Tipula lunata species group,insect,Tipulidae,Tipula,1
tipula-paludosa-oleracea,Tipula paludosa/oleracea,European Crane Fly,insect,Tipulidae,Tipula,1
tipulidae-indet,Tipulidae indet.,Unidentified Cranefly,insect,Tipulidae,"",1
torilis-japonica,Torilis japonica,Upright Hedge-parsley,plant,Apiaceae,Torilis,1
torilis-nodosa,Torilis nodosa,Knotted Hedge-parsley,plant,Apiaceae,Torilis,1
tortrix-viridana,Tortrix viridana,Green Oak Tortrix,insect,Tortricidae,Tortrix,1
tragopogon-dubius,Tragopogon dubius,Greater Goatsbeard,plant,Asteraceae,Tragopogon,1
trametes-versicolor,Trametes versicolor,Turkeytail,fungus,Polyporaceae,Trametes,1
tremulicerus-tremulae,Tremulicerus tremulae,aspen leafhopper,insect,Cicadellidae,Tremulicerus,1
tremulicerus-vitreus,Tremulicerus vitreus,aspen leafhopper,insect,Cicadellidae,Tremulicerus,1
trichodes-apiarius,Trichodes apiarius,Bee-eating Beetle,insect,Cleridae,Trichodes,1
trifolium-incarnatum,Trifolium incarnatum,Crimson Clover,plant,Fabaceae,Trifolium,1
trifolium-resupinatum,Trifolium resupinatum,Reversed Clover,plant,Fabaceae,Trifolium,1
trifolium-rubens,Trifolium rubens,Red Trefoil,plant,Fabaceae,Trifolium,1
trisetum-flavescens,Trisetum flavescens,Yellow Oat-grass,plant,Poaceae,Trisetum,1
triteleia-laxa,Triteleia laxa,Triplet Lily,plant,Asparagaceae,Triteleia,1
trupanea-stellata,Trupanea stellata,Star-winged Ragwort Fly,insect,Tephritidae,Trupanea,1
turritella-socordia,Turritella socordia,turritella snail,mollusc,Turritellidae,Turritella,1
typha-angustifolia,Typha angustifolia,Lesser Bulrush,plant,Typhaceae,Typha,1
ulmus-spec,Ulmus spec.,Elm unknown,other,"","",1
uloborus-plumipes,Uloborus plumipes,Feather-legged Lace Weaver,arachnid,Uloboridae,Uloborus,1
umbilicus-rupestris,Umbilicus rupestris,Navelwort,plant,Crassulaceae,Umbilicus,1
unio-tumidus,Unio tumidus,Swollen River Mussel,mollusc,Unionidae,Unio,1
urophora-cardui,Urophora cardui,Thistle Gall Fly,insect,Tephritidae,Urophora,1
verbascum-spec,Verbascum spec.,Mullein unknown,plant,Scrophulariaceae,Verbascum,1
verbascum-speciosum,Verbascum speciosum,Hungarian Mullein,plant,Scrophulariaceae,Verbascum,1
verbena-officinalis,Verbena officinalis,Vervain,plant,Verbenaceae,Verbena,1
veronica-catenata,Veronica catenata,Pink Water-Speedwell,plant,Plantaginaceae,Veronica,1
veronica-filiformis,Veronica filiformis,Slender Speedwell,plant,Plantaginaceae,Veronica,1
veronica-longifolia,Veronica longifolia,Garden Speedwell,plant,Plantaginaceae,Veronica,1
veronica-persica,Veronica persica,Common Field-speedwell,plant,Plantaginaceae,Veronica,1
veronicastrum-virginicum,Veronicastrum virginicum,Culver's-root,plant,Plantaginaceae,Veronicastrum,1
vespa-velutina-nigrithorax,Vespa velutina nigrithorax,Asian Hornet ssp. nigrithorax,insect,Vespidae,Vespa,1
vespinae-indet,Vespinae indet.,Hornets and Yellowjackets,other,"","",1
vespula-spec,Vespula spec.,Unidentified Yellowjacket,insect,Vespidae,Vespula,1
viburnum-opulus,Viburnum opulus,Guelder-rose,plant,Viburnaceae,Viburnum,1
vicia-sativa,Vicia sativa,Common Vetch,plant,Fabaceae,Vicia,1
volucella-bombylans,Volucella bombylans,Bumblebee Plumehorn,insect,Syrphidae,Volucella,1
xanthorhoe-ferrugata-spadicearia,Xanthorhoe ferrugata / spadicearia,Dark-barred Twin-spot Carpet,insect,Geometridae,Xanthorhoe,1
xanthoria-calcicola,Xanthoria calcicola,limestone sunburst lichen,lichen,Teloschistaceae,Xanthoria,1
xanthostigma-xanthostigma,Xanthostigma xanthostigma,snakefly,insect,Raphidiidae,Xanthostigma,1
xerocomus-chrysenteron-sl-incl-bubalinus-cisalpinus-declivitatum-porosporus,"Xerocomus chrysenteron sl, incl. bubalinus, cisalpinus, declivitatum, porosporus",red cracking bolete,fungus,Boletaceae,Xerocomus,1
xestia-c-nigrum,Xestia c-nigrum,Setaceous Hebrew Character,insect,Noctuidae,Xestia,1
xestia-xanthographa,Xestia xanthographa,Square-spot Rustic,insect,Noctuidae,Xestia,1
xiphydria-camelus,Xiphydria camelus,alder wood wasp,insect,Xiphydriidae,Xiphydria,1
xiphydria-prolongata,Xiphydria prolongata,willow wood wasp,insect,Xiphydriidae,Xiphydria,1
xorides-alpestris,Xorides alpestris,ichneumon wasp,insect,Ichneumonidae,Xorides,1
xylaria-polymorpha,Xylaria polymorpha,dead man's fingers,fungus,Xylariaceae,Xylaria,1
xylota-sylvarum,Xylota sylvarum,Golden-tailed Leafwalker,insect,Syrphidae,Xylota,1
xysticus-spec,Xysticus spec.,Ground Crab Spiders,arachnid,Thomisidae,Xysticus,1
yponomeuta-malinellus,Yponomeuta malinellus,apple ermine moth,insect,Yponomeutidae,Yponomeuta,1
yponomeuta-plumbella,Yponomeuta plumbella,Black-tipped Ermine,insect,Yponomeutidae,Yponomeuta,1
zimmermannia-longicaudella-atrifrontella,Zimmermannia longicaudella / atrifrontella,nepticulid moth,insect,Nepticulidae,Zimmermannia,1
zonitoides-nitidus,Zonitoides nitidus,Black gloss,mollusc,Gastrodontidae,Zonitoides,1
zoropsis-spinimana,Zoropsis spinimana,Mediterranean Spiny False Wolf Spider,arachnid,Zoropsidae,Zoropsis,1
zygoptera-indet,Zygoptera indet.,Damselfly unknown,other,"",Zygoptera,1
cedrobium-laportei,Cedrobium laportei,Cedar woolly aphid,insect,Aphididae,Cinara,0
neolecanium-cornuparvum,Neolecanium cornuparvum / Coccidae,Magnolia scale,insect,Coccidae,Neolecanium,0
qualitative,qualitative,Cytisine-tolerant generalist caterpillars,insect,"","",0
roosting-garden-birds-in-winter,Roosting garden birds in winter,Roosting garden birds in winter,bird,"","",0
stomaphis-yanonis-aphididae,"Stomaphis yanonis, Aphididae",Giant zelkova aphid,insect,Aphididae,Stomaphis,0
