slug,latin_name,query_name,rank,kingdom,phylum,class_name,order_name,family,genus,species,scientific_name,match_type,confidence
oxythyrea-funesta,Oxythyrea funesta,Oxythyrea funesta,species,Animalia,Arthropoda,Insecta,Coleoptera,Scarabaeidae,Oxythyrea,funesta,"Oxythyrea funesta (Poda, 1761)",EXACT,99
pachygaster-leachii,Pachygaster leachii,Pachygaster leachii,species,Animalia,Arthropoda,Insecta,Diptera,Stratiomyidae,Pachygaster,leachii,"Pachygaster leachii Curtis, 1824",EXACT,98
pacifastacus-leniusculus,Pacifastacus leniusculus,Pacifastacus leniusculus,species,Animalia,Arthropoda,Malacostraca,Decapoda,Astacidae,Pacifastacus,leniusculus,"Pacifastacus leniusculus (Dana, 1852)",EXACT,99
paederus,Paederus,Paederus,genus,Animalia,Arthropoda,Insecta,Coleoptera,Staphylinidae,Paederus,,"Paederus Fabricius, 1775",EXACT,94
pammene-fasciana,Pammene fasciana,Pammene fasciana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pammene,fasciana,"Pammene fasciana (Linnaeus, 1761)",EXACT,99
pammene-regiana,Pammene regiana,Pammene regiana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pammene,regiana,"Pammene regiana (Zeller, 1849)",EXACT,99
pamphilius-inanitus,Pamphilius inanitus,Pamphilius inanitus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Pamphiliidae,Pamphilius,inanitus,"Pamphilius inanitus (Villers, 1789)",EXACT,99
pandemis-cerasana,Pandemis cerasana,Pandemis cerasana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Pandemis,cerasana,"Pandemis cerasana (Hübner, 1786)",EXACT,99
panicum-miliaceum,Panicum miliaceum,Panicum miliaceum,species,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Panicum,miliaceum,Panicum miliaceum L.,EXACT,97
panimerus-spec,Panimerus spec.,Panimerus spec.,genus,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Panimerus,,"Panimerus Eaton, 1913",HIGHERRANK,94
papaver-cambricum,Papaver cambricum,Papaver cambricum,species,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,cambricum,Papaver cambricum L.,EXACT,99
papaver-rhoeas-cultivar,Papaver rhoeas (cultivar),Papaver rhoeas (cultivar),species,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,rhoeas,Papaver rhoeas L.,EXACT,98
papaver-setiferum,Papaver setiferum,Papaver setiferum,species,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Papaver,setiferum,Papaver setiferum Goldblatt,EXACT,99
parachronistis-albiceps,Parachronistis albiceps,Parachronistis albiceps,species,Animalia,Arthropoda,Insecta,Lepidoptera,Gelechiidae,Parachronistis,albiceps,"Parachronistis albiceps (Zeller, 1839)",EXACT,99
paracorymbia-fulva,Paracorymbia fulva,Paracorymbia fulva,species,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Paracorymbia,fulva,"Paracorymbia fulva (Degeer, 1775)",EXACT,97
paralaoma-servilis,Paralaoma servilis,Paralaoma servilis,species,Animalia,Mollusca,Gastropoda,Stylommatophora,Punctidae,Paralaoma,servilis,"Paralaoma servilis (Shuttleworth, 1852)",EXACT,99
parentucellia-viscosa,Parentucellia viscosa,Parentucellia viscosa,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Orobanchaceae,Bellardia,viscosa,Parentucellia viscosa (L.) Caruel,EXACT,97
parhelophilus-spec,Parhelophilus spec.,Parhelophilus spec.,genus,Animalia,Arthropoda,Insecta,Diptera,Syrphidae,Parhelophilus,,"Parhelophilus Girschner, 1897",HIGHERRANK,94
pasiphila-debiliata,Pasiphila debiliata,Pasiphila debiliata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Pasiphila,debiliata,"Pasiphila debiliata (Hübner, 1817)",EXACT,99
passaloecus-corniger,Passaloecus corniger,Passaloecus corniger,species,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Passaloecus,corniger,"Passaloecus corniger Shuckard, 1837",EXACT,97
passaloecus-spec,Passaloecus spec.,Passaloecus spec.,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Crabronidae,Passaloecus,,"Passaloecus Shuckard, 1837",HIGHERRANK,94
pechipogo-plumigeralis,Pechipogo plumigeralis,Pechipogo plumigeralis,species,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Pechipogo,plumigeralis,Pechipogo plumigeralis Hübner,EXACT,99
pediasia-contaminella,Pediasia contaminella,Pediasia contaminella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Crambidae,Pediasia,contaminella,"Pediasia contaminella Hübner, 1796",EXACT,99
pediopsis-tiliae,Pediopsis tiliae,Pediopsis tiliae,species,Animalia,Arthropoda,Insecta,Hemiptera,Cicadellidae,Pediopsis,tiliae,"Pediopsis tiliae (Germar, 1831)",EXACT,99
pelophylax,Pelophylax,Pelophylax,genus,Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,,"Pelophylax Fitzinger, 1843",EXACT,94
pelophylax-esculentus,Pelophylax esculentus,Pelophylax esculentus,species,Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,lessonae,"Pelophylax esculentus (Linnaeus, 1758)",EXACT,98
pelophylax-kl-esculentus,Pelophylax kl. esculentus,Pelophylax kl. esculentus,genus,Animalia,Chordata,Amphibia,Anura,Ranidae,Pelophylax,,"Pelophylax Fitzinger, 1843",HIGHERRANK,94
pelosia-obtusa,Pelosia obtusa,Pelosia obtusa,species,Animalia,Arthropoda,Insecta,Lepidoptera,Erebidae,Pelosia,obtusa,"Pelosia obtusa (Herrich-Schäffer, 1847)",EXACT,99
pentatomidae,Pentatomidae,Pentatomidae,family,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,,,Pentatomidae,EXACT,94
peribalus-strictus,Peribalus strictus,Peribalus strictus,species,Animalia,Arthropoda,Insecta,Hemiptera,Pentatomidae,Holcostethus,strictus,"Peribalus strictus (Fabricius, 1803)",EXACT,98
peribatodes-secundaria,Peribatodes secundaria,Peribatodes secundaria,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Peribatodes,secundaria,"Peribatodes secundaria (Denis & Schiffermüller) , 1775",EXACT,97
periclista-spec,Periclista spec.,Periclista spec.,genus,Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Periclista,,"Periclista Konow, 1886",HIGHERRANK,92
peripsychoda-auriculata,Peripsychoda auriculata,Peripsychoda auriculata,species,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Peripsychoda,auriculata,"Peripsychoda auriculata (Haliday, 1839)",EXACT,97
peripsychoda-spec,Peripsychoda spec.,Peripsychoda spec.,genus,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Peripsychoda,,"Peripsychoda Enderlein, 1935",HIGHERRANK,94
perizoma-alchemillata,Perizoma alchemillata,Perizoma alchemillata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Perizoma,alchemillata,"Perizoma alchemillata (Linnaeus, 1758)",EXACT,99
perizoma-flavofasciata,Perizoma flavofasciata,Perizoma flavofasciata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Perizoma,flavofasciata,"Perizoma flavofasciata (Thunberg, 1792)",EXACT,99
perovskia-abrotanoides,Perovskia abrotanoides,Perovskia abrotanoides,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,abrotanoides,Perovskia abrotanoides Kar.,EXACT,98
perovskia-abrotanoides-x-perovskia-atriplicifolia,Perovskia abrotanoides x Perovskia atriplicifolia,Perovskia abrotanoides x Perovskia atriplicifolia,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,abrotanoides,Perovskia abrotanoides x Perovskia atriplicifolia,EXACT,99
perovskia-spec,Perovskia spec.,Perovskia spec.,genus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Salvia,,Perovskia Kar.,HIGHERRANK,94
persicaria-amphibia,Persicaria amphibia,Persicaria amphibia,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,amphibia,Persicaria amphibia (L.) Gray,EXACT,97
persicaria-lapathifolia,Persicaria lapathifolia,Persicaria lapathifolia,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,lapathifolia,Persicaria lapathifolia (L.) Gray,EXACT,98
petrorhagia-saxifraga,Petrorhagia saxifraga,Petrorhagia saxifraga,species,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Caryophyllaceae,Petrorhagia,saxifraga,Petrorhagia saxifraga (L.) Link,EXACT,99
petunia-x-punctata-p-axillaris-x-p-integrifolia,Petunia x punctata (P. axillaris x P. integrifolia),Petunia,genus,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Petunia,,Petunia Juss.,EXACT,94
phacelia,Phacelia,Phacelia,genus,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Hydrophyllaceae,Phacelia,,Phacelia Juss.,EXACT,94
phania-funesta,Phania funesta,Phania funesta,species,Animalia,Arthropoda,Insecta,Diptera,Tachinidae,Phania,funesta,"Phania funesta (Meigen, 1824)",EXACT,99
pherbellia-cinerella,Pherbellia cinerella,Pherbellia cinerella,species,Animalia,Arthropoda,Insecta,Diptera,Sciomyzidae,Pherbellia,cinerella,"Pherbellia cinerella (Fallén, 1820)",EXACT,99
philereme-transversata,Philereme transversata,Philereme transversata,species,Animalia,Arthropoda,Insecta,Lepidoptera,Geometridae,Philereme,transversata,"Philereme transversata (Hufnagel, 1767)",EXACT,99
philodromus,Philodromus,Philodromus,genus,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,,"Philodromus Walckenaer, 1826",EXACT,94
philodromus-albidus,Philodromus albidus,Philodromus albidus,species,Animalia,Arthropoda,Arachnida,Araneae,Philodromidae,Philodromus,albidus,"Philodromus albidus Kulczyński, 1911",EXACT,99
philonicus-albiceps,Philonicus albiceps,Philonicus albiceps,species,Animalia,Arthropoda,Insecta,Diptera,Asilidae,Philonicus,albiceps,"Philonicus albiceps (Meigen, 1820)",EXACT,99
philopedon-plagiatum,Philopedon plagiatum,Philopedon plagiatum,species,Animalia,Arthropoda,Insecta,Coleoptera,Curculionidae,Philopedon,plagiatum,"Philopedon plagiatum (Schaller, 1783)",EXACT,97
philophylla-caesio,Philophylla caesio,Philophylla caesio,species,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Philophylla,caesio,"Philophylla caesio (Harris, 1780)",EXACT,99
phlomis,Phlomis,Phlomis,genus,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Phlomis,,Phlomis L.,EXACT,94
phoridae-indet,Phoridae indet.,Phoridae indet.,kingdom,Animalia,,,,,,,Animalia,HIGHERRANK,92
photedes-minima,Photedes minima,Photedes minima,species,Animalia,Arthropoda,Insecta,Lepidoptera,Noctuidae,Photedes,minima,"Photedes minima Haworth, 1809",EXACT,99
phragmataecia-castaneae,Phragmataecia castaneae,Phragmataecia castaneae,species,Animalia,Arthropoda,Insecta,Lepidoptera,Cossidae,Phragmataecia,castaneae,"Phragmataecia castaneae Hübner, 1790",EXACT,99
phycita-roborella,Phycita roborella,Phycita roborella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Pyralidae,Phycita,roborella,"Phycita roborella (Denis & Schiffermüller) , 1775",EXACT,99
phyllocnistis-xenia,Phyllocnistis xenia,Phyllocnistis xenia,species,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllocnistis,xenia,"Phyllocnistis xenia Hering, 1936",EXACT,99
phyllocoptes-eupadi,Phyllocoptes eupadi,Phyllocoptes eupadi,species,Animalia,Arthropoda,Arachnida,Trombidiformes,Eriophyidae,Phyllocoptes,eupadi,"Phyllocoptes eupadi (Newkirk, 1984)",EXACT,99
phyllonorycter-comparella,Phyllonorycter comparella,Phyllonorycter comparella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,comparella,"Phyllonorycter comparella (Duponchel, 1843)",EXACT,99
phyllonorycter-lautella,Phyllonorycter lautella,Phyllonorycter lautella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,lautella,"Phyllonorycter lautella (Zeller, 1846)",EXACT,99
phyllonorycter-muelleriella,Phyllonorycter muelleriella,Phyllonorycter muelleriella,species,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,muelleriella,"Phyllonorycter muelleriella (Zeller, 1839)",EXACT,99
phyllonorycter-platani,Phyllonorycter platani,Phyllonorycter platani,species,Animalia,Arthropoda,Insecta,Lepidoptera,Gracillariidae,Phyllonorycter,platani,"Phyllonorycter platani (Staudinger, 1870)",EXACT,99
phyllosticta-cruenta,Phyllosticta cruenta,Phyllosticta cruenta,phylum,Fungi,Ascomycota,,,,,,Ascomycota,HIGHERRANK,97
phymatodes-testaceus,Phymatodes testaceus,Phymatodes testaceus,species,Animalia,Arthropoda,Insecta,Coleoptera,Cerambycidae,Phymatodes,testaceus,"Phymatodes testaceus (Linnaeus, 1758)",EXACT,97
physcia-caesia,Physcia caesia,Physcia caesia,species,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physcia,caesia,Physcia caesia (Hoffm.) Fürnr.,EXACT,99
physella-acuta,Physella acuta,Physella acuta,species,Animalia,Mollusca,Gastropoda,,Physidae,Physella,acuta,"Physella acuta (Draparnaud, 1805)",EXACT,99
phytocoris-varipes,Phytocoris varipes,Phytocoris varipes,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Phytocoris,varipes,"Phytocoris varipes Boheman, 1852",EXACT,99
phytomyza,Phytomyza,Phytomyza,genus,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Phytomyza,,"Phytomyza Fallén, 1810",EXACT,94
phytomyza-aquilegiae,Phytomyza aquilegiae,Phytomyza aquilegiae,species,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Phytomyza,aquilegiae,"Phytomyza aquilegiae Hardy, 1849",EXACT,97
phytomyza-lappae,Phytomyza lappae,Phytomyza lappae,species,Animalia,Arthropoda,Insecta,Diptera,Agromyzidae,Phytomyza,lappae,"Phytomyza lappae Goureau, 1851",EXACT,99
phytomyza-spondylii-pastinacae,Phytomyza spondylii + pastinacae,,compound,,,,,,,,,,
phytoptus-abnormis,Phytoptus abnormis,Phytoptus abnormis,species,Animalia,Arthropoda,Arachnida,Trombidiformes,Phytoptidae,Phytoptus,abnormis,"Phytoptus abnormis H.Garman, 1883",EXACT,99
pieris-rapae-napi,Pieris rapae/napi,Pieris rapae/napi,species,Animalia,Arthropoda,Insecta,Lepidoptera,Pieridae,Pieris,rapae,"Pieris rapae (Linnaeus, 1758)",EXACT,99
pimpinella-major,Pimpinella major,Pimpinella major,species,Plantae,Tracheophyta,Magnoliopsida,Apiales,Apiaceae,Pimpinella,major,Pimpinella major (L.) Huds.,EXACT,97
pimpla-rufipes,Pimpla rufipes,Pimpla rufipes,species,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Pimpla,rufipes,"Pimpla rufipes Brulle, 1846",EXACT,97
piniphila-bifasciana,Piniphila bifasciana,Piniphila bifasciana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Tortricidae,Piniphila,bifasciana,"Piniphila bifasciana (Haworth, 1811)",EXACT,99
pipunculidae-indet,Pipunculidae indet.,Pipunculidae indet.,family,Animalia,Arthropoda,Insecta,Diptera,Pipunculidae,,,Pipunculidae,HIGHERRANK,94
piratula-latitans,Piratula latitans,Piratula latitans,species,Animalia,Arthropoda,Arachnida,Araneae,Lycosidae,Piratula,latitans,"Piratula latitans (Blackwall, 1841)",EXACT,99
pithanus-maerkelii,Pithanus maerkelii,Pithanus maerkelii,species,Animalia,Arthropoda,Insecta,Hemiptera,Miridae,Pithanus,maerkelii,"Pithanus maerkelii (Herrich-Schaeffer, 1838)",EXACT,99
plagiosterna-aenea,Plagiosterna aenea,Plagiosterna aenea,species,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Plagiosterna,aenea,"Plagiosterna aenea (Linnaeus, 1758)",EXACT,99
planariidae,Planariidae,Planariidae,family,Animalia,Platyhelminthes,,Tricladida,Planariidae,,,Planariidae,EXACT,94
plantae,Plantae,Plantae,kingdom,Plantae,,,,,,,Plantae,EXACT,94
plantago-coronopus,Plantago coronopus,Plantago coronopus,species,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Plantaginaceae,Plantago,coronopus,Plantago coronopus L.,EXACT,97
platanus-x-hispanica-p-occidentalis-x-p-orientalis,Platanus x hispanica (P. occidentalis x P. orientalis),Platanus,genus,Plantae,Tracheophyta,Magnoliopsida,Proteales,Platanaceae,Platanus,,Platanus L.,EXACT,94
plateumaris-bracata,Plateumaris bracata,Plateumaris bracata,species,Animalia,Arthropoda,Insecta,Coleoptera,Chrysomelidae,Plateumaris,braccata,"Plateumaris braccata (Scopoli, 1772)",FUZZY,96
platyptilia-gonodactyla,Platyptilia gonodactyla,Platyptilia gonodactyla,species,Animalia,Arthropoda,Insecta,Lepidoptera,Pterophoridae,Platyptilia,gonodactyla,"Platyptilia gonodactyla (Denis & Schiffermüller, 1775)",EXACT,99
plectosphaerella-alismatis,Plectosphaerella alismatis,Plectosphaerella alismatis,species,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,alismatis,"Plectosphaerella alismatis (Oudem.) A.J.L.Phillips, Carlucci & M.L.Raimondo",EXACT,99
pneumia-nubila-trivialis,Pneumia nubila/trivialis,Pneumia nubila/trivialis,species,Animalia,Arthropoda,Insecta,Diptera,Psychodidae,Pneumia,nubila,"Pneumia nubila (Meigen, 1818)",EXACT,99
poaceae-indet,Poaceae indet.,Poaceae indet.,family,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,,,Poaceae,HIGHERRANK,94
polyommatus-icarus,Polyommatus icarus,Polyommatus icarus,species,Animalia,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Polyommatus,icarus,"Polyommatus icarus (von Rottemburg, 1775)",EXACT,97
polypodium-interjectum-polypodium-vulgare,Polypodium interjectum + Polypodium vulgare,,compound,,,,,,,,,,
polypodium-spec,Polypodium spec.,,unmatched,,,,,,,,,,
polyxenus-lagurus,Polyxenus lagurus,Polyxenus lagurus,species,Animalia,Arthropoda,Diplopoda,Polyxenida,Polyxenidae,Polyxenus,lagurus,"Polyxenus lagurus (Linnaeus, 1758)",EXACT,99
pompilus-cinereus,Pompilus cinereus,Pompilus cinereus,species,Animalia,Arthropoda,Insecta,Hymenoptera,Pompilidae,Pompilus,cinereus,"Pompilus cinereus (Fabricius, 1775)",EXACT,99
populus,Populus,Populus,genus,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,,Populus L.,EXACT,94
populus-nigra-italica,Populus nigra 'Italica',Populus nigra 'Italica',species,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,nigra,Populus nigra L.,HIGHERRANK,97
populus-spec,Populus spec.,Populus spec.,genus,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Populus,,Populus L.,HIGHERRANK,94
porcellio-spinicornis,Porcellio spinicornis,Porcellio spinicornis,species,Animalia,Arthropoda,Malacostraca,Isopoda,Porcellionidae,Porcellio,spinicornis,"Porcellio spinicornis Say, 1818",EXACT,99
potentilla-norvegica,Potentilla norvegica,Potentilla norvegica,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Potentilla,norvegica,Potentilla norvegica L.,EXACT,97
primula-bulleyana-bulleyana,Primula bulleyana bulleyana,Primula bulleyana bulleyana,subspecies,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Primula,bulleyana,Primula bulleyana subsp. bulleyana,EXACT,98
pristiphora-pallidiventris,Pristiphora pallidiventris,Pristiphora pallidiventris,species,Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Pristiphora,pallidiventris,"Pristiphora pallidiventris (Fallén, 1808)",EXACT,99
procambarus,Procambarus,Procambarus,genus,Animalia,Arthropoda,Malacostraca,Decapoda,Cambaridae,Procambarus,,"Procambarus Ortmann, 1905",EXACT,92
proteroiulus-fuscus,Proteroiulus fuscus,Proteroiulus fuscus,species,Animalia,Arthropoda,Diplopoda,Julida,Blaniulidae,Proteroiulus,fuscus,"Proteroiulus fuscus (Am Stein, 1857)",EXACT,99
protomyces-macrosporus,Protomyces macrosporus,Protomyces macrosporus,species,Fungi,Ascomycota,Taphrinomycetes,Taphrinales,Taphrinaceae,Protomyces,macrosporus,Protomyces macrosporus Unger,EXACT,99
prunus,Prunus,Prunus,genus,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,,Prunus L.,HIGHERRANK,92
prunus-laurocerasus,Prunus laurocerasus,Prunus laurocerasus,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,laurocerasus,Prunus laurocerasus L.,EXACT,99
prunus-lusitanica,Prunus lusitanica,Prunus lusitanica,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,lusitanica,Prunus lusitanica L.,EXACT,97
prunus-spinosa,Prunus spinosa,Prunus spinosa,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Prunus,spinosa,Prunus spinosa L.,EXACT,97
pseudemys-concinna,Pseudemys concinna,Pseudemys concinna,species,Animalia,Chordata,Testudines,,Emydidae,Pseudemys,concinna,"Pseudemys concinna (Le Conte, 1830)",EXACT,99
pseudofumaria-lutea,Pseudofumaria lutea,Pseudofumaria lutea,species,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Papaveraceae,Pseudofumaria,lutea,Pseudofumaria lutea (L.) Borkh.,EXACT,98
pseudoips-prasinana,Pseudoips prasinana,Pseudoips prasinana,species,Animalia,Arthropoda,Insecta,Lepidoptera,Nolidae,Pseudoips,prasinana,"Pseudoips prasinana (Linnaeus, 1758)",EXACT,99
psittacula,Psittacula,Psittacula,genus,Animalia,Chordata,Aves,Psittaciformes,Psittacidae,Psittacula,,"Psittacula Cuvier, 1800",EXACT,92
psyllopsis-spec,Psyllopsis spec.,Psyllopsis spec.,genus,Animalia,Arthropoda,Insecta,Hemiptera,Liviidae,Psyllopsis,,"Psyllopsis Löw, 1879",HIGHERRANK,94
pterostichus,Pterostichus,Pterostichus,genus,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,,"Pterostichus Bonelli, 1810",EXACT,92
pterostichus-niger,Pterostichus niger,Pterostichus niger,species,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,niger,"Pterostichus niger (Schaller, 1783)",EXACT,99
pterostichus-spec,Pterostichus spec.,Pterostichus spec.,genus,Animalia,Arthropoda,Insecta,Coleoptera,Carabidae,Pterostichus,,"Pterostichus Bonelli, 1810",HIGHERRANK,92
pterostoma-palpina,Pterostoma palpina,Pterostoma palpina,species,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Pterostoma,palpina,"Pterostoma palpina (Clerck, 1759)",EXACT,97
ptilodon-capucina,Ptilodon capucina,Ptilodon capucina,species,Animalia,Arthropoda,Insecta,Lepidoptera,Notodontidae,Ptilodon,capucina,"Ptilodon capucina (Linnaeus, 1758)",EXACT,97
puccinia-aegopodii,Puccinia aegopodii,Puccinia aegopodii,species,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,aegopodii,Puccinia aegopodii (Schumach.) Link,EXACT,97
puccinia-allii,Puccinia allii,Puccinia allii,species,Fungi,Basidiomycota,Pucciniomycetes,Pucciniales,Pucciniaceae,Puccinia,allii,Puccinia allii Castagne,EXACT,97
pyrus-communis,Pyrus communis,Pyrus communis,species,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Pyrus,communis,Pyrus communis L.,EXACT,97
quercus-cerris,Quercus cerris,Quercus cerris,species,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,cerris,Quercus cerris L.,EXACT,97
quercus-ilex,Quercus ilex,Quercus ilex,species,Plantae,Tracheophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,ilex,Quercus ilex L.,EXACT,97
rabdophaga-rosaria,Rabdophaga rosaria,Rabdophaga rosaria,species,Animalia,Arthropoda,Insecta,Diptera,Cecidomyiidae,Rabdophaga,rosaria,"Rabdophaga rosaria (Loew, 1850)",EXACT,99
rallus-aquaticus,Rallus aquaticus,Rallus aquaticus,species,Animalia,Chordata,Aves,Gruiformes,Rallidae,Rallus,aquaticus,"Rallus aquaticus Linnaeus, 1758",EXACT,99
ramalina-farinacea,Ramalina farinacea,Ramalina farinacea,species,Fungi,Ascomycota,Lecanoromycetes,Lecanorales,Ramalinaceae,Ramalina,farinacea,Ramalina farinacea (L.) Ach.,EXACT,99
ranunculus-lanuginosus,Ranunculus lanuginosus,Ranunculus lanuginosus,species,Plantae,Tracheophyta,Magnoliopsida,Ranunculales,Ranunculaceae,Ranunculus,lanuginosus,Ranunculus lanuginosus L.,EXACT,97
raphanus-spec,Raphanus spec.,Raphanus spec.,genus,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Brassicaceae,Raphanus,,Raphanus L.,HIGHERRANK,94
reseda-luteola,Reseda luteola,Reseda luteola,species,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Resedaceae,Reseda,luteola,Reseda luteola L.,EXACT,99
rhadinoceraea-micans,Rhadinoceraea micans,Rhadinoceraea micans,species,Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Rhadinoceraea,micans,"Rhadinoceraea micans (Klug, 1816)",EXACT,99
rhagoletis-alternata,Rhagoletis alternata,Rhagoletis alternata,species,Animalia,Arthropoda,Insecta,Diptera,Tephritidae,Rhagoletis,alternata,"Rhagoletis alternata (Fallén, 1814)",EXACT,99
rhantus-suturalis,Rhantus suturalis,Rhantus suturalis,species,Animalia,Arthropoda,Insecta,Coleoptera,Dytiscidae,Rhantus,suturalis,"Rhantus suturalis (W.S.MacLeay, 1825)",EXACT,99
rhaphium-spec,Rhaphium spec.,Rhaphium spec.,kingdom,Animalia,,,,,,,Animalia,HIGHERRANK,92
rhembobius-perscrutator,Rhembobius perscrutator,Rhembobius perscrutator,species,Animalia,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,Rhembobius,perscrutator,"Rhembobius perscrutator (Thunberg, 1822)",EXACT,99
rhododendron,Rhododendron,Rhododendron,genus,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,,Rhododendron L.,HIGHERRANK,92
rhododendron-ponticum,Rhododendron ponticum,Rhododendron ponticum,species,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Rhododendron,ponticum,Rhododendron ponticum L.,EXACT,99
rhogogaster-viridis-s-l,Rhogogaster viridis s.l.,Rhogogaster viridis s.l.,species,Animalia,Arthropoda,Insecta,Hymenoptera,Tenthredinidae,Rhogogaster,viridis,"Rhogogaster viridis (Linnaeus, 1758)",EXACT,99
rhopalosiphum-padi,Rhopalosiphum padi,Rhopalosiphum padi,species,Animalia,Arthropoda,Insecta,Hemiptera,Aphididae,Rhopalosiphum,padi,"Rhopalosiphum padi (Linnaeus, 1758)",EXACT,99
rhopalus-subrufus,Rhopalus subrufus,Rhopalus subrufus,species,Animalia,Arthropoda,Insecta,Hemiptera,Rhopalidae,Rhopalus,subrufus,"Rhopalus subrufus (Gmelin, 1790)",EXACT,99
